id,subCategory,articleType
34161,Topwear,Tops
16231,Topwear,Long Sleeve
52373,Loungewear and Nightwear,Dresses
5131,Topwear,Shirts
11014,Topwear,Shirts
41764,Topwear,Tops
1591,Bottomwear,Shorts
15686,Bottomwear,Trousers
2126,Topwear,Shirts
18199,Topwear,Long Sleeve
16003,Topwear,Long Sleeve
5767,Topwear,Tops
52525,Bottomwear,Trousers
57057,Dress,Dresses
10790,Topwear,Shirts
16467,Topwear,Shirts
8844,Bottomwear,Trousers
9996,Topwear,Tops
13929,Topwear,Shirts
13327,Topwear,Shirts
49951,Loungewear and Nightwear,Trousers
7202,Topwear,Tops
14102,Topwear,Tops
20337,Topwear,Long Sleeve
44672,Topwear,Shirts
33720,Bottomwear,Trousers
18732,Topwear,Tops
50881,Saree,Dresses
29849,Bottomwear,Trousers
26801,Topwear,Shirts
59302,Topwear,Shirts
38335,Topwear,Tops
59130,Topwear,Long Sleeve
57896,Bottomwear,Shorts
9157,Topwear,Shirts
17548,Topwear,Shirts
12806,Topwear,Long Sleeve
38563,Bottomwear,Shorts
52980,Saree,Dresses
3009,Topwear,Shirts
17910,Topwear,Long Sleeve
29623,Topwear,Shirts
18958,Topwear,Long Sleeve
41799,Topwear,Tops
44811,Topwear,Tops
34954,Saree,Dresses
50875,Saree,Dresses
46910,Bottomwear,Trousers
49958,Bottomwear,Shorts
11479,Topwear,Tops
41309,Topwear,Tops
14937,Bottomwear,Shorts
10799,Topwear,Shirts
19426,Topwear,Shirts
20791,Topwear,Long Sleeve
37726,Topwear,Shirts
40674,Topwear,Tops
24331,Bottomwear,Trousers
13781,Bottomwear,Trousers
30731,Bottomwear,Trousers
37514,Bottomwear,Trousers
53051,Saree,Dresses
15644,Bottomwear,Shorts
10336,Topwear,Tops
41594,Topwear,Shirts
9168,Bottomwear,Trousers
2580,Bottomwear,Shorts
12005,Topwear,Shirts
31287,Bottomwear,Shorts
17577,Bottomwear,Trousers
12839,Bottomwear,Skirts
51362,Bottomwear,Trousers
29278,Topwear,Shirts
53435,Topwear,Long Sleeve
32402,Topwear,Tops
11680,Topwear,Shirts
57095,Bottomwear,Shorts
15012,Topwear,Long Sleeve
24755,Bottomwear,Trousers
12237,Topwear,Shirts
6312,Topwear,Tops
49993,Loungewear and Nightwear,Shorts
43653,Dress,Dresses
2574,Bottomwear,Shorts
19419,Bottomwear,Shorts
51396,Bottomwear,Shorts
8872,Topwear,Shirts
14306,Topwear,Long Sleeve
20133,Topwear,Tops
11674,Topwear,Shirts
57061,Dress,Dresses
14134,Bottomwear,Trousers
20301,Topwear,Long Sleeve
44644,Topwear,Tops
11446,Topwear,Tops
13311,Topwear,Shirts
48089,Topwear,Tops
27918,Bottomwear,Trousers
22456,Bottomwear,Trousers
5107,Topwear,Shirts
15482,Bottomwear,Shorts
52345,Loungewear and Nightwear,Dresses
31425,Bottomwear,Trousers
16207,Topwear,Long Sleeve
6782,Topwear,Shirts
34157,Topwear,Tops
2110,Bottomwear,Trousers
54280,Topwear,Shirts
19841,Topwear,Shirts
46745,Bottomwear,Trousers
16035,Topwear,Shirts
25025,Topwear,Long Sleeve
58011,Topwear,Tops
5769,Topwear,Tops
36852,Topwear,Shirts
57059,Dress,Dresses
9998,Topwear,Tops
16469,Topwear,Shirts
50872,Saree,Dresses
13329,Topwear,Shirts
19613,Topwear,Tops
27920,Bottomwear,Trousers
34953,Saree,Dresses
59795,Dress,Dresses
15688,Bottomwear,Trousers
33178,Topwear,Tops
44816,Bottomwear,Trousers
52973,Saree,Dresses
18197,Bottomwear,Trousers
2128,Topwear,Shirts
6588,Bottomwear,Trousers
35049,Bottomwear,Trousers
24309,Bottomwear,Shorts
4825,Bottomwear,Trousers
21449,Topwear,Tops
52987,Saree,Dresses
42329,Saree,Dresses
17917,Topwear,Long Sleeve
45568,Topwear,Tops
9150,Bottomwear,Trousers
50886,Saree,Dresses
18735,Dress,Dresses
26806,Bottomwear,Trousers
59305,Topwear,Shirts
44688,Dress,Dresses
38332,Topwear,Tops
12492,Topwear,Shirts
2117,Bottomwear,Shorts
22207,Topwear,Shirts
16032,Topwear,Shirts
46742,Bottomwear,Trousers
19846,Topwear,Shirts
59598,Saree,Dresses
33147,Bottomwear,Trousers
15485,Bottomwear,Trousers
52342,Loungewear and Nightwear,Dresses
41755,Topwear,Tops
31422,Bottomwear,Shorts
6785,Topwear,Long Sleeve
54889,Topwear,Long Sleeve
44643,Dress,Dresses
20306,Topwear,Long Sleeve
11441,Topwear,Tops
2741,Topwear,Tops
13316,Topwear,Shirts
31046,Topwear,Shirts
16664,Topwear,Long Sleeve
43654,Topwear,Tops
16456,Topwear,Shirts
7001,Topwear,Tops
20134,Topwear,Shirts
11673,Topwear,Shirts
57066,Topwear,Long Sleeve
15015,Topwear,Long Sleeve
32637,Bottomwear,Shorts
12230,Topwear,Shirts
17570,Topwear,Shirts
8881,Bottomwear,Trousers
51365,Bottomwear,Trousers
32405,Bottomwear,Trousers
40025,Bottomwear,Trousers
57092,Bottomwear,Skirts
17928,Bottomwear,Trousers
30736,Bottomwear,Trousers
7491,Bottomwear,Shorts
18960,Topwear,Long Sleeve
53056,Saree,Dresses
15643,Bottomwear,Trousers
21476,Topwear,Long Sleeve
41593,Topwear,Shirts
53264,Topwear,Shirts
13786,Topwear,Long Sleeve
34998,Saree,Dresses
6771,Topwear,Shirts
34104,Topwear,Shirts
31476,Bottomwear,Trousers
9799,Topwear,Tops
11071,Topwear,Shirts
41701,Bottomwear,Shorts
37781,Topwear,Shirts
52918,Saree,Dresses
11243,Bottomwear,Trousers
52124,Dress,Dresses
19812,Topwear,Long Sleeve
16066,Bottomwear,Trousers
8479,Dress,Dresses
31644,Topwear,Shirts
30796,Topwear,Shirts
13514,Bottomwear,Skirts
59994,Dress,Dresses
57032,Topwear,Tops
40085,Bottomwear,Shorts
20160,Topwear,Shirts
8821,Topwear,Shirts
16402,Topwear,Shirts
50025,Bottomwear,Trousers
22405,Topwear,Shirts
13342,Bottomwear,Shorts
2715,Topwear,Tops
12290,Bottomwear,Trousers
19678,Topwear,Tops
11415,Topwear,Tops
33745,Topwear,Tops
24534,Topwear,Tops
4624,Topwear,Tops
20194,Topwear,Long Sleeve
51331,Topwear,Long Sleeve
34594,Topwear,Tops
47066,Bottomwear,Trousers
30908,Topwear,Tops
35446,Topwear,Tops
27183,Bottomwear,Trousers
12264,Topwear,Shirts
41391,Topwear,Shirts
15041,Topwear,Long Sleeve
23147,Topwear,Long Sleeve
11085,Topwear,Shirts
37775,Topwear,Shirts
10365,Dress,Dresses
40415,Topwear,Tops
53002,Saree,Dresses
21422,Topwear,Tops
39240,Loungewear and Nightwear,Dresses
36208,Topwear,Long Sleeve
27148,Topwear,Shirts
19647,Topwear,Tops
22608,Topwear,Long Sleeve
19475,Topwear,Long Sleeve
8022,Bottomwear,Trousers
33548,Topwear,Shirts
16059,Bottomwear,Trousers
29684,Bottomwear,Trousers
2940,Topwear,Tops
19011,Bottomwear,Trousers
8446,Topwear,Tops
49761,Bottomwear,Trousers
9594,Topwear,Shirts
52927,Saree,Dresses
45990,Saree,Dresses
5957,Topwear,Shirts
4885,Topwear,Tops
31449,Bottomwear,Shorts
48481,Dress,Dresses
29670,Topwear,Shirts
11288,Bottomwear,Trousers
15628,Topwear,Long Sleeve
18305,Topwear,Shirts
48475,Dress,Dresses
9752,Topwear,Shirts
14990,Topwear,Long Sleeve
13389,Topwear,Shirts
18761,Topwear,Shirts
19481,Bottomwear,Shorts
38154,Topwear,Long Sleeve
40412,Dress,Dresses
21425,Topwear,Tops
15610,Bottomwear,Shorts
29648,Topwear,Shirts
23140,Topwear,Long Sleeve
12607,Topwear,Tops
4849,Bottomwear,Shorts
11082,Topwear,Shirts
37772,Topwear,Shirts
47061,Bottomwear,Trousers
34593,Topwear,Tops
35441,Topwear,Tops
27184,Bottomwear,Trousers
18759,Topwear,Shirts
12263,Topwear,Shirts
26056,Topwear,Shirts
41396,Topwear,Shirts
15046,Topwear,Long Sleeve
59967,Dress,Dresses
32456,Bottomwear,Trousers
37918,Topwear,Tops
4623,Topwear,Tops
41998,Topwear,Tops
38950,Topwear,Tops
20193,Topwear,Long Sleeve
9900,Bottomwear,Trousers
28138,Bottomwear,Shorts
50022,Bottomwear,Trousers
34567,Dress,Dresses
22402,Topwear,Shirts
43435,Topwear,Tops
2712,Dress,Dresses
27170,Topwear,Shirts
13345,Bottomwear,Shorts
12297,Topwear,Shirts
31015,Topwear,Shirts
57207,Bottomwear,Shorts
33742,Topwear,Tops
20355,Topwear,Shirts
59993,Dress,Dresses
40082,Bottomwear,Shorts
57035,Dress,Dresses
52547,Bottomwear,Trousers
20167,Topwear,Shirts
8826,Topwear,Shirts
16405,Topwear,Shirts
11244,Bottomwear,Trousers
52123,Dress,Dresses
16061,Bottomwear,Trousers
19815,Topwear,Long Sleeve
31643,Topwear,Shirts
49759,Bottomwear,Trousers
51594,Bottomwear,Trousers
43051,Bottomwear,Shorts
33326,Topwear,Shirts
11076,Topwear,Long Sleeve
37786,Topwear,Shirts
12852,Topwear,Shirts
6977,Bottomwear,Shorts
14997,Topwear,Long Sleeve
30930,Topwear,Tops
9331,Bottomwear,Shorts
16298,Topwear,Shirts
48472,Dress,Dresses
29677,Bottomwear,Trousers
17178,Topwear,Shirts
9567,Topwear,Shirts
45963,Topwear,Tops
11049,Topwear,Shirts
48486,Dress,Dresses
29683,Bottomwear,Trousers
51799,Loungewear and Nightwear,Dresses
2947,Topwear,Tops
8441,Topwear,Tops
9593,Topwear,Shirts
45997,Saree,Dresses
52920,Saree,Dresses
8819,Topwear,Shirts
43638,Topwear,Tops
19472,Topwear,Long Sleeve
39849,Topwear,Tops
20158,Topwear,Shirts
16608,Topwear,Tops
19640,Topwear,Long Sleeve
47057,Bottomwear,Trousers
12255,Topwear,Shirts
17515,Topwear,Long Sleeve
26252,Bottomwear,Trousers
6526,Bottomwear,Trousers
17171,Topwear,Shirts
11286,Bottomwear,Trousers
40424,Topwear,Tops
10354,Topwear,Tops
15626,Topwear,Long Sleeve
53033,Saree,Dresses
37744,Topwear,Shirts
26404,Topwear,Shirts
22898,Topwear,Shirts
17185,Topwear,Shirts
16057,Bottomwear,Trousers
19823,Topwear,Shirts
8448,Topwear,Tops
52929,Saree,Dresses
52115,Topwear,Tops
14700,Bottomwear,Trousers
56787,Topwear,Shirts
11040,Topwear,Shirts
5959,Topwear,Shirts
23182,Topwear,Shirts
30595,Bottomwear,Shorts
31447,Bottomwear,Shorts
41354,Bottomwear,Trousers
11424,Topwear,Shirts
15084,Bottomwear,Trousers
36206,Topwear,Shirts
19649,Topwear,Tops
31023,Topwear,Shirts
8810,Topwear,Shirts
43631,Topwear,Shirts
33546,Topwear,Shirts
38992,Topwear,Long Sleeve
20151,Topwear,Shirts
23149,Topwear,Long Sleeve
23975,Topwear,Shirts
5992,Topwear,Shirts
44289,Bottomwear,Trousers
45955,Topwear,Tops
38501,Bottomwear,Trousers
15619,Topwear,Long Sleeve
6519,Bottomwear,Trousers
8483,Dress,Dresses
37911,Dress,Dresses
41991,Topwear,Shirts
26863,Bottomwear,Skirts
35448,Topwear,Tops
30906,Topwear,Long Sleeve
47068,Bottomwear,Trousers
19682,Topwear,Long Sleeve
18750,Topwear,Shirts
41159,Bottomwear,Shorts
13942,Topwear,Shirts
26897,Topwear,Tops
19676,Topwear,Tops
36239,Topwear,Tops
13728,Topwear,Shirts
5966,Topwear,Shirts
52916,Saree,Dresses
24996,Bottomwear,Trousers
16068,Bottomwear,Trousers
30798,Topwear,Shirts
8477,Topwear,Long Sleeve
46344,Bottomwear,Trousers
8817,Topwear,Shirts
43636,Topwear,Tops
33541,Topwear,Tops
41161,Bottomwear,Trousers
38995,Bottomwear,Trousers
39847,Topwear,Tops
40281,Bottomwear,Trousers
41353,Bottomwear,Trousers
20364,Topwear,Tops
15083,Bottomwear,Trousers
16606,Topwear,Tops
31024,Topwear,Shirts
26093,Topwear,Shirts
11047,Topwear,Shirts
7635,Bottomwear,Trousers
27525,Topwear,Long Sleeve
48488,Topwear,Tops
31440,Bottomwear,Trousers
17182,Topwear,Shirts
19824,Topwear,Shirts
16050,Topwear,Shirts
51797,Loungewear and Nightwear,Dresses
13522,Topwear,Tops
31672,Bottomwear,Trousers
11275,Bottomwear,Trousers
45999,Saree,Dresses
37743,Topwear,Shirts
26403,Topwear,Shirts
17176,Topwear,Shirts
6521,Bottomwear,Shorts
9569,Topwear,Shirts
11281,Bottomwear,Trousers
40423,Topwear,Tops
15621,Topwear,Long Sleeve
37571,Topwear,Tops
53034,Saree,Dresses
26255,Bottomwear,Trousers
6979,Topwear,Tops
37929,Dress,Dresses
40275,Bottomwear,Trousers
33787,Topwear,Shirts
32655,Bottomwear,Shorts
47050,Bottomwear,Trousers
29813,Topwear,Shirts
26067,Topwear,Shirts
55595,Topwear,Shirts
30102,Bottomwear,Trousers
52911,Saree,Dresses
14738,Topwear,Shirts
49757,Bottomwear,Trousers
11078,Topwear,Long Sleeve
33328,Topwear,Shirts
37788,Topwear,Shirts
26890,Topwear,Tops
34569,Topwear,Tops
57209,Bottomwear,Trousers
20169,Topwear,Shirts
41962,Bottomwear,Trousers
8828,Topwear,Shirts
31229,Bottomwear,Shorts
26864,Topwear,Tops
30901,Bottomwear,Trousers
19685,Topwear,Tops
26058,Topwear,Shirts
18757,Topwear,Shirts
41398,Topwear,Shirts
15048,Topwear,Long Sleeve
37916,Topwear,Tops
59969,Dress,Dresses
41996,Dress,Dresses
55798,Loungewear and Nightwear,Dresses
38506,Bottomwear,Shorts
28794,Bottomwear,Trousers
2982,Topwear,Tops
8484,Dress,Dresses
12609,Topwear,Long Sleeve
4847,Topwear,Long Sleeve
5995,Topwear,Shirts
1758,Topwear,Long Sleeve
52986,Saree,Dresses
29625,Topwear,Shirts
17916,Topwear,Long Sleeve
24308,Bottomwear,Shorts
26807,Bottomwear,Trousers
18734,Topwear,Tops
50887,Saree,Dresses
38333,Topwear,Tops
59304,Topwear,Shirts
9151,Topwear,Tops
27921,Bottomwear,Trousers
13328,Topwear,Shirts
50873,Saree,Dresses
39215,Topwear,Tops
14931,Bottomwear,Shorts
58222,Bottomwear,Trousers
36853,Topwear,Shirts
57058,Dress,Dresses
5768,Bottomwear,Trousers
58010,Topwear,Tops
9999,Topwear,Tops
16468,Topwear,Shirts
19420,Bottomwear,Shorts
33179,Topwear,Tops
52972,Saree,Dresses
2915,Topwear,Tops
2129,Topwear,Shirts
18196,Bottomwear,Trousers
34952,Saree,Dresses
17571,Topwear,Shirts
51364,Bottomwear,Trousers
8880,Bottomwear,Trousers
12003,Topwear,Shirts
32404,Bottomwear,Trousers
11686,Topwear,Shirts
24561,Topwear,Shirts
57093,Bottomwear,Shorts
24753,Bottomwear,Trousers
15014,Topwear,Long Sleeve
16691,Topwear,Long Sleeve
26838,Bottomwear,Trousers
40672,Topwear,Shirts
32252,Bottomwear,Skirts
9738,Topwear,Shirts
7490,Bottomwear,Shorts
18961,Topwear,Long Sleeve
17929,Bottomwear,Trousers
41592,Topwear,Shirts
53057,Saree,Dresses
15642,Bottomwear,Trousers
15484,Bottomwear,Shorts
52343,Loungewear and Nightwear,Dresses
6784,Topwear,Shirts
27546,Topwear,Shirts
46743,Bottomwear,Trousers
19847,Topwear,Shirts
22206,Topwear,Shirts
16033,Topwear,Shirts
31611,Topwear,Shirts
2116,Bottomwear,Trousers
33146,Bottomwear,Shorts
59599,Saree,Dresses
16457,Topwear,Shirts
2572,Bottomwear,Trousers
43655,Dress,Dresses
11672,Topwear,Shirts
57067,Topwear,Long Sleeve
5757,Topwear,Tops
20135,Topwear,Shirts
11440,Topwear,Tops
20307,Topwear,Long Sleeve
44642,Topwear,Tops
13317,Topwear,Long Sleeve
2740,Topwear,Tops
31047,Topwear,Shirts
34955,Saree,Dresses
44810,Topwear,Tops
52975,Saree,Dresses
19427,Topwear,Shirts
27926,Bottomwear,Trousers
49959,Bottomwear,Shorts
22468,Topwear,Shirts
50874,Saree,Dresses
19615,Topwear,Tops
14936,Bottomwear,Shorts
59131,Topwear,Long Sleeve
17549,Topwear,Shirts
12807,Topwear,Long Sleeve
9156,Topwear,Tops
43699,Topwear,Tops
26800,Topwear,Shirts
50880,Saree,Dresses
18733,Topwear,Tops
29848,Bottomwear,Trousers
38334,Topwear,Tops
59303,Topwear,Shirts
41798,Dress,Dresses
38562,Bottomwear,Shorts
52981,Saree,Dresses
18959,Topwear,Long Sleeve
17911,Topwear,Long Sleeve
9532,Topwear,Long Sleeve
11447,Topwear,Long Sleeve
33717,Bottomwear,Trousers
44645,Topwear,Tops
20300,Topwear,Long Sleeve
27919,Bottomwear,Trousers
22457,Bottomwear,Trousers
48088,Topwear,Tops
13310,Dress,Dresses
51999,Loungewear and Nightwear,Dresses
31040,Topwear,Shirts
16450,Topwear,Shirts
51397,Bottomwear,Shorts
43652,Dress,Dresses
11675,Topwear,Shirts
57060,Dress,Dresses
14307,Topwear,Long Sleeve
20132,Topwear,Tops
37185,Topwear,Tops
5750,Topwear,Tops
16034,Topwear,Shirts
19840,Topwear,Shirts
46744,Bottomwear,Shorts
16808,Topwear,Shirts
12494,Topwear,Tops
2111,Bottomwear,Trousers
25024,Bottomwear,Shorts
53296,Bottomwear,Trousers
52344,Loungewear and Nightwear,Dresses
34156,Topwear,Tops
6783,Topwear,Long Sleeve
7497,Bottomwear,Shorts
47662,Topwear,Shirts
18966,Topwear,Long Sleeve
12460,Topwear,Shirts
30730,Bottomwear,Trousers
41595,Topwear,Shirts
53050,Saree,Dresses
37515,Bottomwear,Trousers
15645,Bottomwear,Shorts
37727,Topwear,Shirts
20790,Topwear,Long Sleeve
6777,Topwear,Shirts
42122,Bottomwear,Shorts
13780,Bottomwear,Trousers
24754,Bottomwear,Trousers
15013,Topwear,Long Sleeve
12236,Topwear,Shirts
17576,Topwear,Shirts
51363,Bottomwear,Trousers
8887,Topwear,Shirts
29279,Topwear,Shirts
9169,Bottomwear,Trousers
12004,Topwear,Shirts
11681,Topwear,Shirts
32403,Topwear,Tops
57094,Bottomwear,Shorts
38905,Bottomwear,Shorts
16459,Topwear,Shirts
57069,Topwear,Long Sleeve
5759,Topwear,Tops
39224,Topwear,Shirts
20309,Topwear,Long Sleeve
58213,Bottomwear,Trousers
27910,Bottomwear,Trousers
19623,Topwear,Tops
31049,Topwear,Shirts
13319,Topwear,Shirts
28500,Bottomwear,Trousers
34963,Saree,Dresses
27548,Topwear,Shirts
22208,Topwear,Shirts
19849,Topwear,Shirts
2118,Bottomwear,Trousers
16801,Bottomwear,Trousers
52943,Saree,Dresses
33148,Bottomwear,Trousers
59597,Saree,Dresses
33974,Topwear,Shirts
4815,Bottomwear,Shorts
38766,Bottomwear,Shorts
13789,Topwear,Long Sleeve
34997,Saree,Dresses
17927,Bottomwear,Trousers
9504,Topwear,Shirts
42319,Saree,Dresses
12469,Topwear,Shirts
12831,Topwear,Tops
9160,Bottomwear,Trousers
37944,Topwear,Tops
37178,Topwear,Tops
10568,Topwear,Long Sleeve
29042,Bottomwear,Trousers
30953,Topwear,Tops
25012,Topwear,Tops
15687,Bottomwear,Trousers
16002,Topwear,Long Sleeve
18198,Bottomwear,Trousers
2127,Topwear,Shirts
31620,Topwear,Shirts
43032,Topwear,Shirts
52372,Loungewear and Nightwear,Dresses
5130,Topwear,Tops
7203,Topwear,Tops
22461,Bottomwear,Trousers
34504,Bottomwear,Trousers
13326,Topwear,Shirts
33721,Bottomwear,Trousers
11471,Topwear,Tops
57056,Dress,Dresses
10791,Topwear,Shirts
5766,Bottomwear,Trousers
52524,Bottomwear,Trousers
8845,Bottomwear,Trousers
16466,Topwear,Shirts
13928,Topwear,Tops
9997,Topwear,Tops
26809,Bottomwear,Trousers
6325,Topwear,Shirts
29841,Topwear,Shirts
50889,Saree,Dresses
57290,Topwear,Shirts
44687,Dress,Dresses
24550,Topwear,Tops
38933,Bottomwear,Trousers
5792,Topwear,Tops
21022,Topwear,Shirts
51355,Bottomwear,Trousers
17540,Topwear,Shirts
12032,Topwear,Shirts
52988,Saree,Dresses
15673,Bottomwear,Trousers
47654,Topwear,Tops
42326,Saree,Dresses
51503,Bottomwear,Trousers
9709,Topwear,Shirts
12664,Topwear,Shirts
42114,Bottomwear,Shorts
41791,Topwear,Tops
52386,Loungewear and Nightwear,Dresses
31886,Saree,Dresses
26831,Bottomwear,Trousers
30954,Topwear,Tops
12238,Topwear,Shirts
8889,Topwear,Shirts
29277,Topwear,Shirts
9167,Bottomwear,Trousers
18968,Topwear,Long Sleeve
9503,Topwear,Shirts
37729,Topwear,Shirts
6779,Topwear,Shirts
54049,Bottomwear,Trousers
34990,Saree,Dresses
16806,Bottomwear,Shorts
52944,Saree,Dresses
59590,Saree,Dresses
5108,Topwear,Tops
34158,Topwear,Tops
16208,Topwear,Long Sleeve
22801,Topwear,Shirts
19240,Bottomwear,Shorts
33719,Bottomwear,Trousers
11449,Topwear,Tops
39223,Topwear,Tops
58214,Bottomwear,Trousers
22459,Bottomwear,Trousers
27917,Bottomwear,Trousers
19624,Topwear,Tops
48086,Dress,Dresses
51399,Topwear,Shirts
29283,Topwear,Shirts
39011,Bottomwear,Trousers
14309,Topwear,Long Sleeve
51504,Bottomwear,Trousers
42113,Bottomwear,Trousers
12663,Topwear,Shirts
52381,Loungewear and Nightwear,Dresses
33184,Topwear,Tops
15674,Bottomwear,Trousers
58489,Dress,Dresses
6574,Bottomwear,Shorts
18957,Topwear,Long Sleeve
57899,Bottomwear,Trousers
38934,Bottomwear,Trousers
12809,Topwear,Long Sleeve
51352,Bottomwear,Trousers
17547,Topwear,Shirts
12035,Topwear,Shirts
9158,Bottomwear,Trousers
23540,Topwear,Long Sleeve
29846,Bottomwear,Trousers
57297,Topwear,Shirts
11482,Topwear,Shirts
32600,Topwear,Tops
44680,Topwear,Tops
15022,Bottomwear,Trousers
57051,Dress,Dresses
10796,Topwear,Shirts
41134,Bottomwear,Trousers
5761,Bottomwear,Shorts
39812,Bottomwear,Trousers
52523,Bottomwear,Trousers
8842,Bottomwear,Trousers
16461,Topwear,Shirts
19429,Topwear,Shirts
13113,Bottomwear,Shorts
49957,Bottomwear,Shorts
22466,Bottomwear,Trousers
7204,Topwear,Tops
34503,Bottomwear,Trousers
27928,Bottomwear,Trousers
13321,Topwear,Shirts
14938,Bottomwear,Shorts
44674,Topwear,Shirts
34167,Dress,Dresses
13745,Topwear,Shirts
11012,Topwear,Tops
41762,Topwear,Tops
52375,Loungewear and Nightwear,Dresses
5137,Topwear,Tops
33170,Topwear,Tops
15680,Bottomwear,Trousers
16005,Topwear,Long Sleeve
2120,Topwear,Tops
31627,Topwear,Shirts
17177,Topwear,Shirts
25889,Bottomwear,Trousers
15620,Topwear,Long Sleeve
53035,Saree,Dresses
37570,Topwear,Tops
11280,Bottomwear,Trousers
40422,Topwear,Tops
10352,Topwear,Shirts
37742,Topwear,Shirts
26402,Topwear,Shirts
40274,Bottomwear,Trousers
26066,Topwear,Shirts
12253,Topwear,Shirts
47051,Bottomwear,Trousers
26254,Bottomwear,Trousers
40046,Bottomwear,Shorts
41194,Topwear,Shirts
36200,Topwear,Long Sleeve
40280,Bottomwear,Trousers
41352,Bottomwear,Trousers
26092,Topwear,Shirts
2722,Bottomwear,Shorts
16607,Topwear,Tops
43637,Dress,Dresses
8816,Topwear,Shirts
20157,Topwear,Shirts
38994,Bottomwear,Trousers
39846,Topwear,Tops
33540,Topwear,Tops
13523,Topwear,Tops
31673,Bottomwear,Trousers
17183,Topwear,Shirts
16051,Topwear,Shirts
19825,Topwear,Shirts
14706,Topwear,Shirts
11274,Bottomwear,Trousers
45998,Saree,Dresses
11046,Topwear,Shirts
33316,Topwear,Shirts
48489,Topwear,Tops
41997,Topwear,Tops
59968,Dress,Dresses
55799,Loungewear and Nightwear,Dresses
7895,Bottomwear,Shorts
19684,Topwear,Tops
26059,Topwear,Shirts
18756,Topwear,Shirts
26865,Topwear,Tops
30900,Bottomwear,Trousers
12608,Topwear,Tops
5994,Topwear,Shirts
44881,Bottomwear,Trousers
8485,Dress,Dresses
28795,Bottomwear,Trousers
37789,Topwear,Shirts
11079,Topwear,Shirts
5960,Topwear,Shirts
33329,Topwear,Shirts
52910,Saree,Dresses
8471,Topwear,Shirts
20168,Topwear,Shirts
41963,Topwear,Tops
52548,Bottomwear,Trousers
31228,Bottomwear,Shorts
8829,Topwear,Shirts
12298,Topwear,Shirts
26891,Topwear,Tops
34568,Topwear,Tops
57208,Bottomwear,Trousers
11041,Topwear,Shirts
5958,Topwear,Shirts
7633,Bottomwear,Shorts
13524,Topwear,Tops
8449,Topwear,Tops
17184,Topwear,Shirts
19822,Topwear,Long Sleeve
16056,Bottomwear,Trousers
52114,Topwear,Tops
14701,Bottomwear,Trousers
52928,Saree,Dresses
11273,Topwear,Long Sleeve
24194,Bottomwear,Trousers
43630,Topwear,Shirts
46342,Bottomwear,Trousers
8811,Topwear,Shirts
22607,Bottomwear,Shorts
38993,Bottomwear,Trousers
20150,Topwear,Shirts
39841,Topwear,Tops
33547,Topwear,Shirts
44627,Bottomwear,Shorts
36207,Topwear,Tops
41355,Bottomwear,Trousers
19648,Topwear,Tops
17514,Topwear,Long Sleeve
12254,Topwear,Shirts
47056,Bottomwear,Trousers
37745,Topwear,Shirts
1530,Topwear,Long Sleeve
2187,Bottomwear,Shorts
17170,Topwear,Shirts
6527,Bottomwear,Shorts
15627,Topwear,Long Sleeve
53032,Saree,Dresses
11287,Bottomwear,Trousers
10355,Topwear,Shirts
19677,Topwear,Tops
27178,Topwear,Shirts
13943,Topwear,Shirts
58411,Bottomwear,Trousers
52917,Saree,Dresses
44872,Bottomwear,Shorts
30799,Topwear,Shirts
8476,Topwear,Tops
16069,Bottomwear,Trousers
13729,Topwear,Shirts
5967,Topwear,Shirts
45954,Topwear,Tops
38500,Bottomwear,Trousers
8482,Dress,Dresses
29640,Topwear,Shirts
23148,Topwear,Long Sleeve
44288,Bottomwear,Trousers
5993,Topwear,Shirts
18751,Topwear,Tops
35449,Topwear,Tops
47069,Bottomwear,Trousers
41990,Topwear,Shirts
7892,Bottomwear,Shorts
20166,Topwear,Shirts
59992,Dress,Dresses
57034,Dress,Dresses
7053,Topwear,Shirts
16404,Topwear,Shirts
8827,Topwear,Shirts
27171,Topwear,Shirts
13344,Bottomwear,Shorts
31014,Bottomwear,Trousers
12296,Topwear,Shirts
34566,Dress,Dresses
28139,Loungewear and Nightwear,Shorts
50023,Bottomwear,Trousers
22403,Topwear,Shirts
20354,Topwear,Shirts
11413,Topwear,Shirts
33743,Topwear,Tops
23989,Topwear,Shirts
51595,Bottomwear,Trousers
37787,Topwear,Shirts
11077,Topwear,Long Sleeve
58418,Bottomwear,Trousers
11245,Bottomwear,Trousers
31642,Topwear,Shirts
49758,Bottomwear,Trousers
19814,Topwear,Long Sleeve
16060,Bottomwear,Trousers
12606,Topwear,Tops
23141,Topwear,Long Sleeve
37773,Topwear,Shirts
11083,Topwear,Shirts
4848,Topwear,Long Sleeve
53004,Saree,Dresses
21424,Topwear,Tops
15611,Bottomwear,Trousers
10363,Topwear,Tops
40413,Dress,Dresses
29649,Topwear,Shirts
41999,Topwear,Tops
32457,Bottomwear,Shorts
59966,Dress,Dresses
37919,Topwear,Tops
55797,Loungewear and Nightwear,Dresses
9901,Bottomwear,Trousers
46380,Topwear,Shirts
27185,Bottomwear,Trousers
18758,Dress,Dresses
29823,Topwear,Shirts
26057,Topwear,Shirts
47060,Bottomwear,Trousers
34592,Dress,Dresses
35440,Topwear,Shirts
15047,Topwear,Long Sleeve
41397,Topwear,Shirts
9592,Topwear,Shirts
29682,Bottomwear,Trousers
51798,Loungewear and Nightwear,Dresses
14708,Topwear,Shirts
